platform,content,score,user,time,song_id,clean_content,words,word_count,sentiment_label,sentiment_prob,sentiment_text,entities,person_entities,location_entities,organization_entities,product_entities,keywords,keyword_list,is_long,summary,topic_0,topic_1,topic_2,topic_3,topic_4,dominant_topic,aspect_results,aspect_晚安,aspect_时候,aspect_朋友,aspect_世界,aspect_我会,aspect_感觉,aspect_流泪,aspect_首歌,aspect_我爱你,aspect_爱心
网易云音乐,打卡,1,等雨亭ting,2025-04-21 22:00:32,1359356908,打卡,['打卡'],1,1,0.4306034445762634,中性,[],[],[],[],[],"[('打卡', 12.2912397395)]",['打卡'],False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,"晚安
",1,小新翼翼的梦l,2025-04-21 21:54:15,1359356908,晚安,['晚安'],1,2,0.4150713980197906,正面,[],[],[],[],[],"[('晚安', 11.2616203224)]",['晚安'],False,,0.0,0.0,0.0,0.0,0.0,0,"[('晚安', '中性', 0.0, '晚安', [])]",中性,无,无,无,无,无,无,无,无,无
网易云音乐,上次听竟然是6年前，那时候我还没是自由自在的一个人，,1,我叫魏启萌,2025-04-21 21:42:00,1359356908,上次听竟然是年前，那时候我还没是自由自在的一个人，,"['上次', '竟然', '年前', '时候', '自由自在']",5,2,0.3881741464138031,正面,"[('上次', 'TIME', 0, 2), ('年前', 'TIME', 6, 8), ('，', 'OTHER', 8, 9), ('，', 'OTHER', 24, 25)]",[],[],[],[],"[('时候', 4.28874633344)]",['时候'],False,,0.0,0.0,0.0,0.0,0.0,0,"[('时候', '中性', 0.0, '是年前，那时候我还没是自', [])]",无,中性,无,无,无,无,无,无,无,无
网易云音乐,爱听[色],1,零碎泪痣,2025-04-21 21:34:48,1359356908,爱听色,['听色'],1,2,0.4336543381214142,正面,[],[],[],[],[],[],[],False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,唉 小蒽(╥ω╥`),1,滢聆,2025-04-21 21:26:23,1359356908,唉 小蒽ω,[],0,2,0.4458936154842376,正面,"[(' ', 'OTHER', 1, 2), ('ω', 'OTHER', 4, 5)]",[],[],[],[],[],[],False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,唉 小蒽(╥ω╥`),1,滢聆,2025-04-21 21:26:23,1359356908,唉 小蒽ω,[],0,2,0.4458936154842376,正面,"[(' ', 'OTHER', 1, 2), ('ω', 'OTHER', 4, 5)]",[],[],[],[],[],[],False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,不喜欢之后,1,oni_miko,2025-04-21 21:23:22,1359356908,不喜欢之后,"['喜欢', '之后']",2,2,0.4529593586921692,正面,[],[],[],[],[],"[('喜欢', 5.70258840302)]",['喜欢'],False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,快乐一点吧陌生人  晚安💤,1,别说违心话-Q,2025-04-21 21:18:53,1359356908,快乐一点吧陌生人 晚安,"['快乐', '一点', '陌生人', '晚安']",4,2,0.4327586889266968,正面,"[(' ', 'OTHER', 8, 9)]",[],[],[],[],"[('晚安', 5.6308101612), ('陌生人', 4.385389468525)]","['晚安', '陌生人']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('陌生人', '中性', 0.0, '快乐一点吧陌生人 晚安', []), ('晚安', '中性', 0.0, '吧陌生人 晚安', [])]",中性,无,无,无,无,无,无,无,无,无
网易云音乐,今天我生日，能跟我说句晚安吗,1,他经常偷偷的哭,2025-04-21 21:16:57,1359356908,今天我生日，能跟我说句晚安吗,"['今天', '生日', '晚安']",3,2,0.504993200302124,正面,"[('今天', 'TIME', 0, 2), ('生日', 'TIME', 3, 5), ('，', 'OTHER', 5, 6)]",[],[],[],[],"[('晚安', 11.2616203224)]",['晚安'],False,,0.0,0.0,0.0,0.0,0.0,0,"[('晚安', '中性', 0.0, '能跟我说句晚安吗', [])]",中性,无,无,无,无,无,无,无,无,无
网易云音乐,他们都爱你漂亮的眼睛 可我想 你昨晚怎么又没好好睡觉,1,你痛不痛,2025-04-21 21:12:32,1359356908,他们都爱你漂亮的眼睛 可我想 你昨晚怎么又没好好睡觉,"['他们', '漂亮', '眼睛', '昨晚', '怎么', '好好', '睡觉']",7,2,0.5049894452095032,正面,"[(' ', 'OTHER', 10, 11), (' ', 'OTHER', 14, 15), ('昨晚', 'TIME', 16, 18)]",[],[],[],[],"[('睡觉', 3.516351621505), ('眼睛', 2.56683001533)]","['睡觉', '眼睛']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('眼睛', '中性', 0.0, '爱你漂亮的眼睛 可我想 ', [])]",无,无,无,无,无,无,无,无,无,无
网易云音乐,别翻了   晚安    不要熬夜 早点睡～,1,梚柚,2025-04-21 20:44:02,1359356908,别翻了 晚安 不要熬夜 早点睡～,"['别翻', '晚安', '不要', '熬夜', '早点']",5,1,0.3979800641536712,中性,"[(' ', 'OTHER', 3, 4), (' ', 'OTHER', 6, 7), (' ', 'OTHER', 11, 12), ('～', 'OTHER', 15, 16)]",[],[],[],[],"[('晚安', 5.6308101612), ('熬夜', 4.984426009625)]","['晚安', '熬夜']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('晚安', '中性', 0.0, '别翻了 晚安 不要熬夜', [])]",中性,无,无,无,无,无,无,无,无,无
网易云音乐,你好,1,不嘻嘻不星,2025-04-21 20:25:32,1359356908,你好,['你好'],1,2,0.4453571736812591,正面,[],[],[],[],[],[],[],False,,0.0,0.0,0.0,0.0,0.0,0,"[('你好', '中性', 0.0, '你好', [])]",无,无,无,无,无,无,无,无,无,无
网易云音乐,踹,1,小舟荡江边,2025-04-21 20:24:01,1359356908,踹,[],0,2,0.4153987765312195,正面,[],[],[],[],[],[],[],False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,"😍

",1,云村村民168190343076142,2025-04-21 20:23:19,1359356908,,[],0,0,0.0,负面,[],[],[],[],[],[],[],False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,我天天失眠 我也希望能睡个好觉[多多大哭],1,奶酥好乖,2025-04-21 20:06:14,1359356908,我天天失眠 我也希望能睡个好觉多多大哭,"['天天', '失眠', '希望', '睡个', '好觉', '多多', '大哭']",7,2,0.5302016139030457,正面,"[('天天', 'TIME', 1, 3), (' ', 'OTHER', 5, 6)]",[],[],[],[],"[('失眠', 2.768655424123333), ('大哭', 2.7149784794633334), ('希望', 1.7351127583933332)]","['失眠', '大哭', '希望']",False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,加油！祝你考得高分[憨笑],1,果子和琴梨,2025-04-21 20:02:35,1359356908,加油！祝你考得高分憨笑,"['加油', '考得', '高分', '憨笑']",4,1,0.4166185855865478,中性,"[('！', 'OTHER', 2, 3)]",[],[],[],[],"[('考得', 3.9849225009666664), ('高分', 3.4998267567666663), ('加油', 2.9356424837233335)]","['考得', '高分', '加油']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('高分', '中性', 0.0, '！祝你考得高分憨笑', [])]",无,无,无,无,无,无,无,无,无,无
网易云音乐,人都会变的 你变的太快了[惊恐][惊恐] 累了 我放过你了。,1,巴小祺,2025-04-21 20:00:09,1359356908,人都会变的 你变的太快了惊恐惊恐 累了 我放过你了。,"['太快', '惊恐', '惊恐', '放过']",4,2,0.3860315084457397,正面,"[(' ', 'OTHER', 5, 6), (' ', 'OTHER', 16, 17), (' ', 'OTHER', 19, 20), ('。', 'OTHER', 25, 26)]",[],[],[],[],"[('放过', 8.39941944143)]",['放过'],False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,需要多少？,1,柔jl,2025-04-21 19:51:11,1359356908,需要多少？,['需要'],1,2,0.4378491044044494,正面,"[('？', 'OTHER', 4, 5)]",[],[],[],[],"[('需要', 4.3444806435)]",['需要'],False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,人生不过三万天 何必给自己留下遗憾,1,找个舒服地方睡一觉,2025-04-21 19:48:06,1359356908,人生不过三万天 何必给自己留下遗憾,"['人生', '不过', '三万', '何必', '留下', '遗憾']",6,1,0.4285049438476562,中性,"[(' ', 'OTHER', 7, 8)]",[],[],[],[],"[('人生', 3.42397830137), ('留下', 2.87887082077)]","['人生', '留下']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('人生', '中性', 0.0, '人生不过三万天', [])]",无,无,无,无,无,无,无,无,无,无
网易云音乐,说好了不见，可是我还是忍不住想见你,1,王者荣耀情报员康娜酱,2025-04-21 19:45:05,1359356908,说好了不见，可是我还是忍不住想见你,"['说好', '不见', '忍不住', '想见']",4,2,0.3788504898548126,正面,"[('，', 'OTHER', 5, 6)]",[],[],[],[],"[('想见', 2.1941784181425), ('说好', 2.05512626074), ('忍不住', 1.654307355805), ('不见', 1.5446107268175)]","['想见', '说好', '忍不住', '不见']",False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,[爱心],1,顏R中,2025-04-21 18:57:11,1359356908,爱心,['爱心'],1,2,0.3838077187538147,正面,[],[],[],[],[],"[('爱心', 8.52539924429)]",['爱心'],False,,0.0,0.0,0.0,0.0,0.0,0,"[('爱心', '中性', 0.0, '爱心', [])]",无,无,无,无,无,无,无,无,无,中性
网易云音乐,我会永远喜欢你,1,睡觉总爱听歌,2025-04-21 18:48:39,1359356908,我会永远喜欢你,"['我会', '永远', '喜欢']",3,2,0.4198992550373077,正面,[],[],[],[],[],"[('我会', 3.67053120724), ('喜欢', 2.85129420151)]","['我会', '喜欢']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('我会', '正面', 0.3333333333333333, '我会永远喜欢你', [('喜欢', 1.0)])]",无,无,无,无,正面,无,无,无,无,无
网易云音乐,这里[大笑],1,谓语dc,2025-04-21 18:38:13,1359356908,这里大笑,"['这里', '大笑']",2,2,0.4107131659984588,正面,[],[],[],[],[],"[('大笑', 7.37711534583)]",['大笑'],False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,若执着于枯木，就很难再遇到下一个春。没关系，我偏偏钟情于枯萎的玫瑰,1,保护盾反弹反弹,2025-04-21 18:35:11,1359356908,若执着于枯木，就很难再遇到下一个春。没关系，我偏偏钟情于枯萎的玫瑰,"['执着', '枯木', '遇到', '没关系', '偏偏', '钟情', '枯萎', '玫瑰']",8,2,0.4761447012424469,正面,"[('，', 'OTHER', 6, 7), ('。', 'OTHER', 17, 18), ('，', 'OTHER', 21, 22)]",[],[],[],[],"[('枯木', 1.7941972393333332), ('枯萎', 1.640039106905), ('钟情', 1.6086970683216668), ('执着', 1.5004729753366668), ('玫瑰', 1.4097099902416668), ('遇到', 1.0284171427883333)]","['枯木', '枯萎', '钟情', '执着', '玫瑰', '遇到']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('枯木', '中性', 0.0, '若执着于枯木，就很难再', []), ('没关系', '中性', 0.0, '下一个春。没关系，我偏偏钟', []), ('钟情', '中性', 0.0, '系，我偏偏钟情于枯萎的玫', []), ('玫瑰', '中性', 0.0, '情于枯萎的玫瑰', [])]",无,无,无,无,无,无,无,无,无,无
网易云音乐,感同身受了,1,B临别小雨,2025-04-21 18:32:00,1359356908,感同身受了,['感同身受'],1,2,0.3635303378105163,正面,[],[],[],[],[],[],[],False,,0.0,0.0,0.0,0.0,0.0,0,"[('感同身受', '中性', 0.0, '感同身受了', [])]",无,无,无,无,无,无,无,无,无,无
网易云音乐,我本可以忍受黑暗 如果我不曾见过太阳,1,泠绾無溪,2025-04-21 18:28:53,1359356908,我本可以忍受黑暗 如果我不曾见过太阳,"['我本', '忍受', '黑暗', '不曾', '见过', '太阳']",6,2,0.4232129454612732,正面,"[(' ', 'OTHER', 8, 9), ('太阳', 'LOCATION', 16, 18)]",[],['太阳'],[],[],"[('忍受', 3.977628521685), ('太阳', 3.113959877665)]","['忍受', '太阳']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('太阳', '中性', 0.0, '我不曾见过太阳', [])]",无,无,无,无,无,无,无,无,无,无
网易云音乐,希望每个妈妈都能为自己活一次[爱心],1,萌主爱初音,2025-04-21 18:25:09,1359356908,希望每个妈妈都能为自己活一次爱心,"['希望', '每个', '妈妈', '一次', '爱心']",5,2,0.4044329822063446,正面,[],[],[],[],[],"[('爱心', 2.841799748096667), ('妈妈', 2.18510427052), ('希望', 1.7351127583933332)]","['爱心', '妈妈', '希望']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('妈妈', '中性', 0.0, '希望每个妈妈都能为自己', []), ('爱心', '中性', 0.0, '自己活一次爱心', [])]",无,无,无,无,无,无,无,无,无,中性
网易云音乐,"我一直说不会喜欢一个两次 可是我喜欢你两次了我不想在喜欢了

我们本来就不是一路人

我们都有各自的生活  都要慢慢去习惯没有爱过的人和喜欢的人不在身边

我们也回不去了 异地真的很难受

在我们第二次复合的喜欢我好像就已经知道会分

",1,欲情-T,2025-04-21 17:58:57,1359356908,我一直说不会喜欢一个两次 可是我喜欢你两次了我不想在喜欢了 我们本来就不是一路人 我们都有各自的生活 都要慢慢去习惯没有爱过的人和喜欢的人不在身边 我们也回不去了 异地真的很难受 在我们第二次复合的喜欢我好像就已经知道会分,"['一直', '不会', '喜欢', '两次', '喜欢', '两次', '不想', '喜欢', '我们', '本来', '不是', '一路', '我们', '各自', '生活', '慢慢', '习惯', '爱过', '喜欢', '身边', '我们', '回不去', '异地', '真的', '难受', '我们', '第二次', '复合', '喜欢', '好像', '已经', '知道']",32,2,0.5323511362075806,正面,"[(' ', 'OTHER', 12, 13), (' ', 'OTHER', 29, 30), ('本来', 'TIME', 32, 34), (' ', 'OTHER', 40, 41), (' ', 'OTHER', 50, 51), (' ', 'OTHER', 73, 74), (' ', 'OTHER', 81, 82), (' ', 'OTHER', 89, 90)]",[],[],[],[],"[('喜欢', 1.7820588759437501), ('回不去', 0.63669409908125), ('异地', 0.54967076113), ('难受', 0.482154314255), ('复合', 0.470887950265), ('习惯', 0.392437040828125), ('不想', 0.372773434923125), ('好像', 0.351058181554375), ('生活', 0.289616402066875), ('不会', 0.2757325737225), ('知道', 0.24838178375), ('没有', 0.194551472821875)]","['喜欢', '回不去', '异地', '难受', '复合', '习惯', '不想', '好像', '生活', '不会', '知道', '没有']",True,我一直说不会喜欢一个两次 可是我喜欢你两次了我不想在喜欢了 我们本来就不是一路人 我们都有各自的生活 都要慢慢去习惯没有爱过的人和喜欢的人不在身边 我们也回不去了 异地真的很难受 在我们第二次复合的喜欢我好像就已经知道会分。,0.0,0.0,0.0,0.0,0.0,0,"[('习惯', '中性', 0.0, '都要慢慢去习惯没有爱过的', []), ('异地', '中性', 0.0, '回不去了 异地真的很难受', [])]",无,无,无,无,无,无,无,无,无,无
网易云音乐,晚安 mylove,1,昊森hua,2025-04-21 17:52:24,1359356908,晚安 mylove,"['晚安', 'mylove']",2,1,0.4137928783893585,中性,"[(' ', 'OTHER', 2, 3)]",[],[],[],[],"[('晚安', 11.2616203224)]",['晚安'],False,,0.0,0.0,0.0,0.0,0.0,0,"[('晚安', '中性', 0.0, '晚安 mylo', [])]",中性,无,无,无,无,无,无,无,无,无
网易云音乐,我和他的故事很普通但也很美好……希望他以后能平安喜乐！[多多大笑],1,嘀哩哩dear,2025-04-21 17:42:38,1359356908,我和他的故事很普通但也很美好希望他以后能平安喜乐！多多大笑,"['故事', '普通', '美好', '希望', '以后', '平安', '喜乐', '多多', '大笑']",9,2,0.4994150698184967,正面,"[('普通', 'OTHER', 7, 9), ('喜乐', 'LOCATION', 22, 24), ('！', 'OTHER', 24, 25)]",[],['喜乐'],[],[],"[('喜乐', 2.85394275055), ('大笑', 1.8442788364575), ('故事', 1.5300936410175), ('希望', 1.301334568795)]","['喜乐', '大笑', '故事', '希望']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('故事', '中性', 0.0, '我和他的故事很普通但也', []), ('普通', '中性', 0.0, '他的故事很普通但也很美好', []), ('喜乐', '中性', 0.0, '以后能平安喜乐！多多大笑', [])]",无,无,无,无,无,无,无,无,无,无
网易云音乐,不值得 但是我就是放不下,1,咖啡的味道黑骑士,2025-04-21 17:40:08,1359356908,不值得 但是我就是放不下,"['值得', '放不下']",2,2,0.4294355511665344,正面,"[(' ', 'OTHER', 3, 4)]",[],[],[],[],"[('放不下', 4.83328557369), ('值得', 3.008804150335)]","['放不下', '值得']",False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,我喜欢你 是那种一想到你的名字 心里动辄海啸山鸣的喜欢,1,林木木cjx,2025-04-21 17:31:46,1359356908,我喜欢你 是那种一想到你的名字 心里动辄海啸山鸣的喜欢,"['喜欢', '那种', '想到', '名字', '心里', '动辄', '海啸', '山鸣', '喜欢']",9,2,0.4851655960083008,正面,"[(' ', 'OTHER', 4, 5), (' ', 'OTHER', 15, 16), ('山鸣', 'PERSON', 22, 24)]",['山鸣'],[],[],[],"[('喜欢', 2.281035361208), ('海啸', 1.6718828213639998), ('名字', 1.235777175032), ('想到', 1.1216258276)]","['喜欢', '海啸', '名字', '想到']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('名字', '中性', 0.0, '一想到你的名字 心里动辄', []), ('海啸', '正面', 0.3333333333333333, ' 心里动辄海啸山鸣的喜欢', [('喜欢', 1.0)]), ('山鸣', '正面', 0.3333333333333333, '里动辄海啸山鸣的喜欢', [('喜欢', 1.0)])]",无,无,无,无,无,无,无,无,无,无
网易云音乐,可能是唱的时候有点像吧[多多笑哭],1,岚羽clk,2025-04-21 17:20:24,1359356908,可能是唱的时候有点像吧多多笑哭,"['可能', '时候', '有点像', '多多']",4,2,0.4301472306251526,正面,[],[],[],[],[],"[('有点像', 2.9769547841333335), ('时候', 1.4295821111466667), ('可能', 1.2493426619099999)]","['有点像', '时候', '可能']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('时候', '中性', 0.0, '可能是唱的时候有点像吧多', [])]",无,中性,无,无,无,无,无,无,无,无
网易云音乐,我希望你说的晚安是真的想我啦,1,白旗逝水轻尘,2025-04-21 17:17:11,1359356908,我希望你说的晚安是真的想我啦,"['希望', '晚安', '真的']",3,2,0.4501155912876129,正面,[],[],[],[],[],"[('晚安', 5.6308101612), ('希望', 2.60266913759)]","['晚安', '希望']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('晚安', '中性', 0.0, '希望你说的晚安是真的想我', [])]",中性,无,无,无,无,无,无,无,无,无
网易云音乐,我也在努力睡觉[多多大哭],1,繁缕沉香,2025-04-21 17:06:13,1359356908,我也在努力睡觉多多大哭,"['努力', '睡觉', '多多', '大哭']",4,2,0.4408369064331054,正面,[],[],[],[],[],"[('大哭', 4.072467719195), ('睡觉', 3.516351621505)]","['大哭', '睡觉']",False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,陪伴是最长情的告白[爱心],1,高二徐佳兴,2025-04-21 17:04:49,1359356908,陪伴是最长情的告白爱心,"['陪伴', '最长', '告白', '爱心']",4,2,0.4117768704891205,正面,[],[],[],[],[],"[('告白', 4.0363060609), ('陪伴', 2.9481439488766665), ('爱心', 2.841799748096667)]","['告白', '陪伴', '爱心']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('陪伴', '中性', 0.0, '陪伴是最长情的', []), ('爱心', '中性', 0.0, '长情的告白爱心', [])]",无,无,无,无,无,无,无,无,无,中性
网易云音乐,我喜欢的他喜欢的她,1,用户1441068643,2025-04-21 16:46:48,1359356908,我喜欢的他喜欢的她,"['喜欢', '喜欢']",2,2,0.4567500650882721,正面,[],[],[],[],[],"[('喜欢', 5.70258840302)]",['喜欢'],False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,我们之间没有以后啦～,1,一鹿伴晗xhq,2025-04-21 16:38:29,1359356908,我们之间没有以后啦～,"['我们', '之间', '以后']",3,2,0.3948709964752197,正面,"[('～', 'OTHER', 9, 10)]",[],[],[],[],"[('没有', 3.11282356515)]",['没有'],False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,加油哦[多多可怜],1,宇宙空间站站长,2025-04-21 16:26:25,1359356908,加油哦多多可怜,"['加油', '多多', '可怜']",3,1,0.4055022895336151,中性,[],[],[],[],[],"[('加油', 4.403463725585), ('可怜', 3.451540834495)]","['加油', '可怜']",False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,可是晚上睡不着怎么办[多多难过],1,飞火连城刘畅,2025-04-21 16:15:17,1359356908,可是晚上睡不着怎么办多多难过,"['晚上', '睡不着', '怎么办', '多多', '难过']",5,2,0.4739838540554046,正面,"[('晚上', 'TIME', 2, 4)]",[],[],[],[],"[('睡不着', 4.10854894232), ('难过', 3.76112573416)]","['睡不着', '难过']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('怎么办', '中性', 0.0, '晚上睡不着怎么办多多难过', [])]",无,无,无,无,无,无,无,无,无,无
网易云音乐,看到你这个评论的时候刚好听到这首歌[多多大哭]太巧了,1,死神ywk,2025-04-21 16:13:12,1359356908,看到你这个评论的时候刚好听到这首歌多多大哭太巧了,"['看到', '这个', '评论', '时候', '刚好', '听到', '首歌', '多多', '大哭', '太巧']",10,2,0.4577915370464325,正面,[],[],[],[],[],"[('太巧', 1.565176953257143), ('首歌', 1.5318034030857142), ('大哭', 1.1635622054842858), ('评论', 0.9681435523957143), ('听到', 0.81990037554), ('看到', 0.6949728174071429), ('时候', 0.6126780476342857)]","['太巧', '首歌', '大哭', '评论', '听到', '看到', '时候']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('评论', '中性', 0.0, '看到你这个评论的时候刚好', []), ('时候', '中性', 0.0, '这个评论的时候刚好听到这', []), ('首歌', '中性', 0.0, '刚好听到这首歌多多大哭太', []), ('太巧', '中性', 0.0, '歌多多大哭太巧了', [])]",无,中性,无,无,无,无,无,中性,无,无
网易云音乐,愿我爱的豪豪平安,1,任性说爱,2025-04-21 15:58:05,1359356908,愿我爱的豪豪平安,"['豪豪', '平安']",2,1,0.3944880366325378,中性,[],[],[],[],[],[],[],False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,晚安是礼貌 但早安不一样,1,哟呵不过如痴,2025-04-21 15:52:21,1359356908,晚安是礼貌 但早安不一样,"['晚安', '礼貌', '早安', '一样']",4,2,0.459279716014862,正面,"[(' ', 'OTHER', 5, 6)]",[],[],[],[],"[('早安', 3.805257000733333), ('晚安', 3.7538734408), ('礼貌', 2.9007268735699996)]","['早安', '晚安', '礼貌']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('晚安', '中性', 0.0, '晚安是礼貌 但', []), ('礼貌', '中性', 0.0, '晚安是礼貌 但早安不', []), ('早安', '中性', 0.0, '是礼貌 但早安不一样', [])]",中性,无,无,无,无,无,无,无,无,无
网易云音乐,他给我推过这首歌，不知道为什么突然想到他了,1,摔跤是弱子进步的阶梯,2025-04-21 15:51:12,1359356908,他给我推过这首歌，不知道为什么突然想到他了,"['推过', '首歌', '知道', '为什么', '突然', '想到']",6,2,0.5029248595237732,正面,"[('，', 'MUSIC', 8, 9)]",[],[],[],[],"[('推过', 2.85394275055), ('首歌', 2.6806559554), ('想到', 1.4020322845), ('知道', 0.993527135)]","['推过', '首歌', '想到', '知道']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('首歌', '中性', 0.0, '给我推过这首歌，不知道为', [])]",无,无,无,无,无,无,无,中性,无,无
网易云音乐,负愿前行,1,军魂永在_6uv3,2025-04-21 15:49:09,1359356908,负愿前行,"['负愿', '前行']",2,1,0.3454720973968506,中性,[],[],[],[],[],"[('负愿', 5.97738375145), ('前行', 4.064618264425)]","['负愿', '前行']",False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,我的意思是希望你好好睡觉[多多可怜],1,下一站乄幸福vfe,2025-04-21 15:44:49,1359356908,我的意思是希望你好好睡觉多多可怜,"['意思', '希望', '好好', '睡觉', '多多', '可怜']",6,2,0.4594523906707763,正面,[],[],[],[],[],"[('睡觉', 1.7581758107525), ('可怜', 1.7257704172475), ('意思', 1.4521095613125), ('希望', 1.301334568795)]","['睡觉', '可怜', '意思', '希望']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('意思', '中性', 0.0, '我的意思是希望你好', [])]",无,无,无,无,无,无,无,无,无,无
网易云音乐,我不懂事你也不懂事吗？那要小孩干嘛呢[大笑],1,还有明天存在,2025-04-21 15:31:51,1359356908,我不懂事你也不懂事吗？那要小孩干嘛呢大笑,"['不懂事', '不懂事', '那要', '小孩', '干嘛', '大笑']",6,2,0.4416576027870178,正面,"[('？', 'OTHER', 10, 11)]",[],[],[],[],"[('干嘛', 3.0854289176100003), ('小孩', 2.5119756317066666), ('大笑', 2.45903844861)]","['干嘛', '小孩', '大笑']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('不懂事', '中性', 0.0, '我不懂事你也不懂事', []), ('不懂事', '中性', 0.0, '我不懂事你也不懂事', []), ('小孩', '中性', 0.0, '事吗？那要小孩干嘛呢大笑', []), ('干嘛', '中性', 0.0, '？那要小孩干嘛呢大笑', [])]",无,无,无,无,无,无,无,无,无,无
网易云音乐,最后发现，最可怕的是，你不知道他究竟在干什么,1,ZIUMCAT,2025-04-21 15:26:32,1359356908,最后发现，最可怕的是，你不知道他究竟在干什么,"['最后', '发现', '可怕', '知道', '究竟', '干什么']",6,2,0.4337631464004516,正面,"[('，', 'OTHER', 4, 5), ('，', 'OTHER', 10, 11)]",[],[],[],[],"[('发现', 2.1865239314), ('知道', 1.98705427)]","['发现', '知道']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('干什么', '中性', 0.0, '道他究竟在干什么', [])]",无,无,无,无,无,无,无,无,无,无
网易云音乐,我沦陷于和你的拉扯，我反复思考，反复品味，也许屏幕对面的你只是随手的消遣，可是情感，我怎么能控制,1,加了糖糖的黑咖啡,2025-04-21 15:21:50,1359356908,我沦陷于和你的拉扯，我反复思考，反复品味，也许屏幕对面的你只是随手的消遣，可是情感，我怎么能控制,"['沦陷', '拉扯', '反复', '思考', '反复', '品味', '也许', '屏幕', '对面', '随手', '消遣', '情感', '怎么', '控制']",14,2,0.3764497339725494,正面,"[('，', 'OTHER', 9, 10), ('，', 'OTHER', 15, 16), ('，', 'OTHER', 20, 21), ('，', 'OTHER', 36, 37), ('，', 'OTHER', 41, 42)]",[],[],[],[],"[('反复', 1.13611034652), ('消遣', 0.8577063212109092), ('品味', 0.83721179725), ('沦陷', 0.8177638975945455), ('屏幕', 0.8028884954327272), ('拉扯', 0.7952169143163637), ('情感', 0.6772915663481819), ('思考', 0.6606690198818183), ('对面', 0.64879934031), ('控制', 0.4505807574845455)]","['反复', '消遣', '品味', '沦陷', '屏幕', '拉扯', '情感', '思考', '对面', '控制']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('品味', '中性', 0.0, '思考，反复品味，也许屏幕', []), ('屏幕', '中性', 0.0, '品味，也许屏幕对面的你只', []), ('对面', '中性', 0.0, '，也许屏幕对面的你只是随', []), ('情感', '中性', 0.0, '消遣，可是情感，我怎么能', [])]",无,无,无,无,无,无,无,无,无,无
